State,Date,people_vaccinated,total_distributed,share_doses_used,people_vaccinated_per100,Governor,Region,month0,day0,year0,est_population,dist_per_person,prev_day,daily_vaccinated
Alabama,2021-01-12,70861,377025,0.207,1.45,R,S,1,12,2021,4886965.517241379,0.07714910176260567,NA,70861
Alabama,2021-01-13,74792,378975,0.222,1.53,R,S,1,13,2021,4888366.013071896,0.07752590517702428,70861,3931
Alabama,2021-01-14,80480,435350,0.212,1.64,R,S,1,14,2021,4907317.073170732,0.08871446322067594,74792,5688
Alabama,2021-01-15,86956,444650,0.226,1.77,R,S,1,15,2021,4912768.361581921,0.09050905055430333,80480,6476
Alabama,2021-01-19,114319,444650,0.294,2.33,R,S,1,19,2021,4906394.849785408,0.09062662374583402,86956,27363
Alabama,2021-01-20,121113,483275,0.288,2.47,R,S,1,20,2021,4903360.323886639,0.09855996053272564,114319,6794
Alabama,2021-01-21,144429,493125,0.336,2.95,R,S,1,21,2021,4895898.305084745,0.10072206759030389,121113,23316
Alabama,2021-01-22,174317,519525,0.384,3.56,R,S,1,22,2021,4896544.943820225,0.10610032297481026,144429,29888
Alabama,2021-01-23,193955,521225,0.425,3.96,R,S,1,23,2021,4897853.535353536,0.10641906627826041,174317,19638
Alabama,2021-01-24,213833,521225,0.468,4.36,R,S,1,24,2021,4904426.605504586,0.10627644002562749,193955,19878
Alabama,2021-01-25,220464,521225,0.481,4.5,R,S,1,25,2021,4899200,0.1063898187459177,213833,6631
Alabama,2021-01-26,223854,569000,0.448,4.57,R,S,1,26,2021,4898336.980306345,0.11616187336388897,220464,3390
Alabama,2021-01-27,232633,634000,0.42,4.74,R,S,1,27,2021,4907869.198312236,0.12918029686243998,223854,8779
Alabama,2021-01-28,241337,655275,0.426,4.92,R,S,1,28,2021,4905223.577235772,0.13358718306766057,232633,8704
Alabama,2021-01-29,256601,659400,0.456,5.23,R,S,1,29,2021,4906328.871892925,0.1343978394472352,241337,15264
Alabama,2021-01-30,288368,659400,0.519,5.88,R,S,1,30,2021,4904217.68707483,0.1344556955001942,256601,31767
Alabama,2021-01-31,298301,659400,0.537,6.08,R,S,1,31,2021,4906266.447368421,0.13439954944837598,288368,9933
Alabama,2021-02-01,301628,659400,0.543,6.15,R,S,2,1,2021,4904520.325203252,0.1344473987826064,298301,3327
Alabama,2021-02-02,312711,680550,0.546,6.38,R,S,2,2,2021,4901426.332288401,0.13884733827719523,301628,11083
Alabama,2021-02-03,324998,765150,0.508,6.63,R,S,2,3,2021,4901930.618401207,0.1560915605634496,312711,12287
Alabama,2021-02-04,338845,799675,0.511,6.91,R,S,2,4,2021,4903690.30390738,0.16307616314243975,324998,13847
Alabama,2021-02-05,353522,799875,0.538,7.21,R,S,2,5,2021,4903217.753120665,0.1631326692539644,338845,14677
Alabama,2021-02-06,370275,804100,0.566,7.55,R,S,2,6,2021,4904304.63576159,0.1639580041860779,353522,16753
Alabama,2021-02-07,375567,804100,0.575,7.66,R,S,2,7,2021,4902963.446475196,0.16400285435088813,370275,5292
Alabama,2021-02-08,378514,804100,0.582,7.72,R,S,2,8,2021,4903031.088082902,0.16400059178788629,375567,2947
Alabama,2021-02-09,395196,823600,0.596,8.06,R,S,2,9,2021,4903176.178660049,0.16797275276065549,378514,16682
Alabama,2021-02-10,412462,861175,0.599,8.41,R,S,2,10,2021,4904423.305588585,0.17559149085249065,395196,17266
Alabama,2021-02-11,431259,911875,0.596,8.8,R,S,2,11,2021,4900670.454545454,0.18607147908797267,412462,18797
Alabama,2021-02-12,448071,936200,0.61,9.14,R,S,2,12,2021,4902308.533916849,0.19097125232385048,431259,16812
Alabama,2021-02-13,467032,963600,0.624,9.53,R,S,2,13,2021,4900650.577124869,0.19662695489816542,448071,18961
Alabama,2021-02-14,474065,965550,0.634,9.67,R,S,2,14,2021,4902430.196483971,0.19695333973189333,467032,7033
Alabama,2021-02-16,486206,1015775,0.627,9.92,R,S,2,16,2021,4901270.161290322,0.20724729847019577,474065,12141
Alabama,2021-02-17,494424,1032175,0.63,10.08,R,S,2,17,2021,4905000,0.21043323139653414,486206,8218
Alabama,2021-02-18,505660,1032175,0.651,10.31,R,S,2,18,2021,4904558.680892337,0.2104521664754974,494424,11236
Alabama,2021-02-19,545431,1077600,0.686,11.12,R,S,2,19,2021,4904955.035971223,0.21969620355278668,505660,39771
Alabama,2021-02-20,560968,1078800,0.72,11.44,R,S,2,20,2021,4903566.433566433,0.22000313743386432,545431,15537
Alabama,2021-02-21,567505,1082100,0.729,11.57,R,S,2,21,2021,4904969.749351772,0.22061298138342395,560968,6537
Alabama,2021-02-22,570355,1082100,0.733,11.63,R,S,2,22,2021,4904170.249355116,0.22064894670862883,567505,2850
Alabama,2021-02-23,580477,1084440,0.752,11.84,R,S,2,23,2021,4902677.364864865,0.2211934254070359,570355,10122
Alabama,2021-02-24,591009,1138650,0.737,12.05,R,S,2,24,2021,4904639.004149377,0.2321577590188982,580477,10532
Alabama,2021-02-25,601343,1170120,0.739,12.26,R,S,2,25,2021,4904918.433931485,0.23856054198685275,591009,10334
Alabama,2021-02-26,613097,1380380,0.648,12.5,R,S,2,26,2021,4904776,0.28143589024249016,601343,11754
Alabama,2021-02-27,628583,1402180,0.664,12.82,R,S,2,27,2021,4903143.5257410295,0.28597571999242744,613097,15486
Alabama,2021-02-28,634792,1402280,0.672,12.95,R,S,2,28,2021,4901868.725868726,0.2860704923817565,628583,6209
Alabama,2021-03-01,637989,1402280,0.676,13.01,R,S,3,1,2021,4903835.511145273,0.28595575785789407,634792,3197
Alabama,2021-03-02,647752,1461320,0.665,13.21,R,S,3,2,2021,4903497.350492051,0.2980158640961356,637989,9763
Alabama,2021-03-03,658906,1469100,0.681,13.44,R,S,3,3,2021,4902574.404761905,0.29965888912834304,647752,11154
Alabama,2021-03-04,672546,1530470,0.674,13.72,R,S,3,4,2021,4901938.775510204,0.3122172817918774,658906,13640
Alabama,2021-03-05,687445,1556460,0.684,14.02,R,S,3,5,2021,4903316.690442226,0.31743003731207586,672546,14899
Alabama,2021-03-06,703725,1628350,0.675,14.35,R,S,3,6,2021,4904006.968641115,0.3320447973285019,687445,16280
Alabama,2021-03-07,709736,1628350,0.682,14.47,R,S,3,7,2021,4904879.060124395,0.3319857594936709,703725,6011
Alabama,2021-03-08,732967,1628350,0.686,14.95,R,S,3,8,2021,4902789.2976588635,0.3321272649382577,709736,23231
Alabama,2021-03-09,747268,1689050,0.676,15.24,R,S,3,9,2021,4903333.333333333,0.3444697484704283,732967,14301
Alabama,2021-03-10,768502,1775660,0.661,15.67,R,S,3,10,2021,4904288.449266113,0.3620627168179133,747268,21234
Alabama,2021-03-11,790864,1816230,0.666,16.13,R,S,3,11,2021,4903062.616243025,0.37042765759978963,768502,22362
Alabama,2021-03-12,816418,1838400,0.68,16.65,R,S,3,12,2021,4903411.411411412,0.37492264991707674,790864,25554
Alabama,2021-03-13,841394,1918560,0.671,17.16,R,S,3,13,2021,4903228.438228439,0.39128505313800666,816418,24976
Alaska,2021-01-12,22486,141600,0.253,3.07,R,W,1,12,2021,732442.996742671,0.19332562483322957,NA,22486
Alaska,2021-01-13,24541,149475,0.259,3.35,R,W,1,13,2021,732567.1641791045,0.20404272442035776,22486,2055
Alaska,2021-01-14,35508,150450,0.283,4.85,R,W,1,14,2021,732123.7113402062,0.2054980567759378,24541,10967
Alaska,2021-01-15,39546,150450,0.326,5.41,R,W,1,15,2021,730979.6672828096,0.20581967834926415,35508,4038
Alaska,2021-01-19,55434,150450,0.441,7.58,R,W,1,19,2021,731319.2612137203,0.20572410434029656,39546,15888
Alaska,2021-01-20,56911,150350,0.454,7.78,R,W,1,20,2021,731503.8560411311,0.20553548523132611,55434,1477
Alaska,2021-01-21,59449,154325,0.466,8.13,R,W,1,21,2021,731230.0123001229,0.211048503759525,56911,2538
Alaska,2021-01-22,67262,155500,0.522,9.19,R,W,1,22,2021,731904.2437431992,0.21245948678302756,59449,7813
Alaska,2021-01-23,73014,155700,0.567,9.98,R,W,1,23,2021,731603.2064128256,0.21282028104199197,67262,5752
Alaska,2021-01-24,77925,155700,0.605,10.65,R,W,1,24,2021,731690.1408450704,0.21279499518768047,73014,4911
Alaska,2021-01-25,80226,155700,0.623,10.97,R,W,1,25,2021,731321.7866909753,0.21290217635180617,77925,2301
Alaska,2021-01-26,81200,162925,0.602,11.1,R,W,1,26,2021,731531.5315315316,0.2227176724137931,80226,974
Alaska,2021-01-27,83363,170575,0.596,11.4,R,W,1,27,2021,731254.3859649122,0.2332635581732903,81200,2163
Alaska,2021-01-28,85672,178075,0.594,11.71,R,W,1,28,2021,731614.0051238257,0.24340020660192363,83363,2309
Alaska,2021-01-29,88654,192350,0.574,12.12,R,W,1,29,2021,731468.6468646865,0.2629641076544769,85672,2982
Alaska,2021-01-30,91794,193150,0.597,12.55,R,W,1,30,2021,731426.2948207171,0.26407308756563613,88654,3140
Alaska,2021-01-31,94889,193150,0.619,12.97,R,W,1,31,2021,731603.700848111,0.2640090526826081,91794,3095
Alaska,2021-02-01,96396,193150,0.632,13.18,R,W,2,1,2021,731380.880121396,0.2640894850408731,94889,1507
Alaska,2021-02-02,97076,196975,0.627,13.27,R,W,2,2,2021,731544.8379804069,0.26925895689974866,96396,680
Alaska,2021-02-03,98076,229975,0.547,13.41,R,W,2,3,2021,731364.6532438479,0.31444642420163954,97076,1000
Alaska,2021-02-04,99596,240325,0.541,13.61,R,W,2,4,2021,731785.4518736224,0.3284090977549299,98076,1520
Alaska,2021-02-05,101225,245700,0.545,13.84,R,W,2,5,2021,731394.5086705203,0.3359336132378365,99596,1629
Alaska,2021-02-06,103163,248500,0.56,14.1,R,W,2,6,2021,731652.4822695035,0.33964211975223674,101225,1938
Alaska,2021-02-07,106311,248500,0.588,14.53,R,W,2,7,2021,731665.5196145906,0.33963606776344873,103163,3148
Alaska,2021-02-08,109890,248500,0.607,15.02,R,W,2,8,2021,731624.500665779,0.33965510965510964,106311,3579
Alaska,2021-02-09,110936,256900,0.595,15.16,R,W,2,9,2021,731767.8100263852,0.35106764260474504,109890,1046
Alaska,2021-02-10,112448,260300,0.6,15.37,R,W,2,10,2021,731607.0266753417,0.3557920994593056,110936,1512
Alaska,2021-02-11,116001,270250,0.6,15.86,R,W,2,11,2021,731406.0529634301,0.3694937974672632,112448,3553
Alaska,2021-02-12,118189,271350,0.617,16.16,R,W,2,12,2021,731367.5742574257,0.3710172689505792,116001,2188
Alaska,2021-02-13,122463,271550,0.645,16.74,R,W,2,13,2021,731559.1397849463,0.3711935033438671,118189,4274
Alaska,2021-02-14,126381,271550,0.677,17.28,R,W,2,14,2021,731371.5277777778,0.37128872219716574,122463,3918
Alaska,2021-02-16,129658,271550,0.703,17.72,R,W,2,16,2021,731704.2889390519,0.37111986919434203,126381,3277
Alaska,2021-02-17,130751,271550,0.713,17.87,R,W,2,17,2021,731678.7912702854,0.371132802043579,129658,1093
Alaska,2021-02-18,133491,271550,0.733,18.25,R,W,2,18,2021,731457.5342465753,0.37124506521038875,130751,2740
Alaska,2021-02-19,143887,299935,0.721,19.67,R,W,2,19,2021,731504.829689883,0.41002463391411315,133491,10396
Alaska,2021-02-20,148299,299935,0.758,20.27,R,W,2,20,2021,731618.1549087322,0.40996112246205296,143887,4412
Alaska,2021-02-21,152349,299935,0.784,20.83,R,W,2,21,2021,731392.222755641,0.4100877623089091,148299,4050
Alaska,2021-02-22,153349,299935,0.794,20.96,R,W,2,22,2021,731626.9083969465,0.4099562175169059,152349,1000
Alaska,2021-02-23,154392,304875,0.787,21.1,R,W,2,23,2021,731715.6398104265,0.4166577607648065,153349,1043
Alaska,2021-02-24,156027,315765,0.772,21.33,R,W,2,24,2021,731490.8579465542,0.43167320079217053,154392,1635
Alaska,2021-02-25,158560,319265,0.782,21.67,R,W,2,25,2021,731702.8149515459,0.43633151803733605,156027,2533
Alaska,2021-02-26,161333,332415,0.765,22.05,R,W,2,26,2021,731668.9342403628,0.45432433228167823,158560,2773
Alaska,2021-02-27,163443,342535,0.758,22.34,R,W,2,27,2021,731615.9355416293,0.46818963797776597,161333,2110
Alaska,2021-02-28,166432,342535,0.773,22.75,R,W,2,28,2021,731569.2307692308,0.46821952809555856,163443,2989
Alaska,2021-03-01,167759,342535,0.784,22.93,R,W,3,1,2021,731613.6066288705,0.468191128344828,166432,1327
Alaska,2021-03-02,168315,372725,0.724,23.01,R,W,3,2,2021,731486.3102998696,0.5095447375456733,167759,556
Alaska,2021-03-03,170243,399225,0.685,23.27,R,W,3,3,2021,731598.6248388484,0.5456885598820509,168315,1928
Alaska,2021-03-04,172050,409125,0.677,23.52,R,W,3,4,2021,731505.1020408163,0.5592920662598082,170243,1807
Alaska,2021-03-05,174208,421375,0.668,23.81,R,W,3,5,2021,731658.9668206637,0.5759172225156135,172050,2158
Alaska,2021-03-06,177865,426715,0.676,24.31,R,W,3,6,2021,731653.6404771699,0.583219950524274,174208,3657
Alaska,2021-03-07,180563,426715,0.691,24.68,R,W,3,7,2021,731616.6936790923,0.5832494032553736,177865,2698
Alaska,2021-03-08,182230,426715,0.699,24.91,R,W,3,8,2021,731553.5929345645,0.5832997119025407,180563,1667
Alaska,2021-03-09,184906,430685,0.703,25.28,R,W,3,9,2021,731431.9620253164,0.5888244188939245,182230,2676
Alaska,2021-03-10,188281,445125,0.691,25.74,R,W,3,10,2021,731472.4164724165,0.6085328578029647,184906,3375
Alaska,2021-03-11,190712,462875,0.677,26.07,R,W,3,11,2021,731538.1664748753,0.6327421058978985,188281,2431
Alaska,2021-03-12,193951,470325,0.677,26.51,R,W,3,12,2021,731614.4850999622,0.6428590597625174,190712,3239
Alaska,2021-03-13,197436,472395,0.686,26.99,R,W,3,13,2021,731515.3760652094,0.6457758995320002,193951,3485
Arizona,2021-01-12,95141,563025,0.251,1.31,R,W,1,12,2021,7262671.755725191,0.07752312357448418,NA,95141
Arizona,2021-01-13,104387,569525,0.272,1.43,R,W,1,13,2021,7299790.20979021,0.07801936543822506,95141,9246
Arizona,2021-01-14,157397,570625,0.304,2.16,R,W,1,14,2021,7286898.148148147,0.07830835403470207,104387,53010
Arizona,2021-01-15,176213,571725,0.345,2.42,R,W,1,15,2021,7281528.925619835,0.07851716388688688,157397,18816
Arizona,2021-01-19,235331,571725,0.466,3.23,R,W,1,19,2021,7285789.47368421,0.0784712490067182,176213,59118
Arizona,2021-01-20,246960,752250,0.375,3.39,R,W,1,20,2021,7284955.752212389,0.10326075072886297,235331,11629
Arizona,2021-01-21,262120,797550,0.381,3.6,R,W,1,21,2021,7281111.111111111,0.10953685334961087,246960,15160
Arizona,2021-01-22,280227,822050,0.401,3.85,R,W,1,22,2021,7278623.376623376,0.11294031267508128,262120,18107
Arizona,2021-01-23,305744,829500,0.435,4.2,R,W,1,23,2021,7279619.047619048,0.11394827044847977,280227,25517
Arizona,2021-01-24,332095,829500,0.471,4.56,R,W,1,24,2021,7282785.087719299,0.11389873379605232,305744,26351
Arizona,2021-01-25,350648,829500,0.499,4.82,R,W,1,25,2021,7274854.771784232,0.11402289475485387,332095,18553
Arizona,2021-01-26,366018,837200,0.515,5.03,R,W,1,26,2021,7276699.801192842,0.11505215590490087,350648,15370
Arizona,2021-01-27,389059,990000,0.463,5.35,R,W,1,27,2021,7272130.841121496,0.1361361644377845,366018,23041
Arizona,2021-01-28,412841,1011375,0.482,5.67,R,W,1,28,2021,7281146.384479718,0.13890326421067675,389059,23782
Arizona,2021-01-29,439897,1012275,0.515,6.04,R,W,1,29,2021,7283062.913907285,0.1389902863624894,412841,27056
Arizona,2021-01-30,469916,1013375,0.55,6.46,R,W,1,30,2021,7274241.486068112,0.13931005754219902,439897,30019
Arizona,2021-01-31,500942,1013375,0.586,6.88,R,W,1,31,2021,7281133.720930233,0.1391781882932555,469916,31026
Arizona,2021-02-01,524413,1013375,0.612,7.2,R,W,2,1,2021,7283513.888888889,0.13913270647371442,500942,23471
Arizona,2021-02-02,534476,1082050,0.584,7.34,R,W,2,2,2021,7281689.373297003,0.14859875841010634,524413,10063
Arizona,2021-02-03,553373,1181000,0.555,7.6,R,W,2,3,2021,7281223.684210527,0.16219801110643273,534476,18897
Arizona,2021-02-04,573845,1185700,0.579,7.88,R,W,2,4,2021,7282296.954314721,0.1628195070097326,553373,20472
Arizona,2021-02-05,597525,1186000,0.607,8.21,R,W,2,5,2021,7278014.616321558,0.16295652901552238,573845,23680
Arizona,2021-02-06,629750,1186000,0.647,8.65,R,W,2,6,2021,7280346.820809248,0.16290432711393413,597525,32225
Arizona,2021-02-07,656909,1186000,0.682,9.03,R,W,2,7,2021,7274739.756367664,0.16302988694020024,629750,27159
Arizona,2021-02-08,678697,1186000,0.709,9.32,R,W,2,8,2021,7282156.652360515,0.1628638405650828,656909,21788
Arizona,2021-02-09,695970,1265950,0.682,9.56,R,W,2,9,2021,7280020.920502092,0.17389373105162578,678697,17273
Arizona,2021-02-10,719051,1370175,0.655,9.88,R,W,2,10,2021,7277844.129554655,0.18826660417689428,695970,23081
Arizona,2021-02-11,747599,1391475,0.677,10.27,R,W,2,11,2021,7279444.985394353,0.19115124886469884,719051,28548
Arizona,2021-02-12,780057,1393475,0.711,10.72,R,W,2,12,2021,7276651.119402985,0.191499492985769,747599,32458
Arizona,2021-02-13,811080,1393475,0.747,11.14,R,W,2,13,2021,7280789.946140036,0.19139063347635252,780057,31023
Arizona,2021-02-14,840252,1393575,0.782,11.54,R,W,2,14,2021,7281213.171577124,0.19139324274146324,811080,29172
Arizona,2021-02-16,886107,1396475,0.827,12.17,R,W,2,16,2021,7281076.417419885,0.19179513027207773,840252,45855
Arizona,2021-02-17,892791,1396475,0.834,12.27,R,W,2,17,2021,7276210.268948656,0.19192339808533015,886107,6684
Arizona,2021-02-18,914468,1396475,0.861,12.56,R,W,2,18,2021,7280796.178343949,0.1918025124990705,892791,21677
Arizona,2021-02-19,1036237,1679175,0.82,14.24,R,W,2,19,2021,7276945.224719101,0.23075273320678572,914468,121769
Arizona,2021-02-20,1064109,1688255,0.844,14.62,R,W,2,20,2021,7278447.332421341,0.23195262985276882,1036237,27872
Arizona,2021-02-21,1087921,1688255,0.871,14.95,R,W,2,21,2021,7277063.545150502,0.23199673735501014,1064109,23812
Arizona,2021-02-22,1108935,1688255,0.892,15.24,R,W,2,22,2021,7276476.377952755,0.2320154580746392,1087921,21014
Arizona,2021-02-23,1121773,1755635,0.869,15.41,R,W,2,23,2021,7279513.303049968,0.24117477733908732,1108935,12838
Arizona,2021-02-24,1137371,1977925,0.787,15.63,R,W,2,24,2021,7276845.809341011,0.2718107613962375,1121773,15598
Arizona,2021-02-25,1163157,2064265,0.779,15.98,R,W,2,25,2021,7278829.787234043,0.28359847122959325,1137371,25786
Arizona,2021-02-26,1196045,2143135,0.78,16.43,R,W,2,26,2021,7279640.900791235,0.2944011976974111,1163157,32888
Arizona,2021-02-27,1223520,2148015,0.805,16.81,R,W,2,27,2021,7278524.687685902,0.29511681173989796,1196045,27475
Arizona,2021-02-28,1250251,2148015,0.834,17.18,R,W,2,28,2021,7277363.213038417,0.2951639126863326,1223520,26731
Arizona,2021-03-01,1275068,2148015,0.861,17.52,R,W,3,1,2021,7277785.388127854,0.2951467906025404,1250251,24817
Arizona,2021-03-02,1293835,2244885,0.842,17.78,R,W,3,2,2021,7276912.2609673785,0.3084941688855225,1275068,18767
Arizona,2021-03-03,1308334,2392275,0.807,17.97,R,W,3,3,2021,7280656.649972176,0.328579565691941,1293835,14499
Arizona,2021-03-04,1329996,2453985,0.807,18.27,R,W,3,4,2021,7279671.592775041,0.33710105857461226,1308334,21662
Arizona,2021-03-05,1356443,2598435,0.785,18.64,R,W,3,5,2021,7277054.7210300425,0.35707234583392006,1329996,26447
Arizona,2021-03-06,1358649,2623735,0.779,18.67,R,W,3,6,2021,7277177.289769683,0.36054295443488354,1356443,2206
Arizona,2021-03-07,1421436,2623735,0.824,19.53,R,W,3,7,2021,7278218.125960061,0.36049139426608023,1358649,62787
Arizona,2021-03-08,1416598,2623735,0.844,19.46,R,W,3,8,2021,7279537.512846865,0.3604260566512165,1421436,-4838
Arizona,2021-03-09,1435152,2638855,0.851,19.72,R,W,3,9,2021,7277647.05882353,0.36259727610733916,1416598,18554
Arizona,2021-03-10,1464494,2887485,0.794,20.12,R,W,3,10,2021,7278797.2166998,0.39669809640735987,1435152,29342
Arizona,2021-03-11,1496266,2909125,0.808,20.56,R,W,3,11,2021,7277558.365758755,0.39973915065904053,1464494,31772
Arizona,2021-03-12,1529482,3000645,0.806,21.01,R,W,3,12,2021,7279781.056639695,0.4121889074209439,1496266,33216
Arizona,2021-03-13,1562876,3024585,0.821,21.47,R,W,3,13,2021,7279347.927340476,0.4155021892331829,1529482,33394
Arkansas,2021-01-12,39357,274400,0.149,1.3,R,S,1,12,2021,3027461.5384615385,0.09063698960794776,NA,39357
Arkansas,2021-01-13,80458,297800,0.319,2.67,R,S,1,13,2021,3013408.2397003747,0.098824977006637,39357,41101
Arkansas,2021-01-14,90339,297800,0.364,2.99,R,S,1,14,2021,3021371.2374581937,0.09856451809296096,80458,9881
Arkansas,2021-01-15,97829,297800,0.397,3.24,R,S,1,15,2021,3019413.5802469132,0.09862842306473542,90339,7490
Arkansas,2021-01-19,118763,297800,0.478,3.94,R,S,1,19,2021,3014289.340101523,0.0987960896912338,97829,20934
Arkansas,2021-01-20,144792,334825,0.518,4.8,R,S,1,20,2021,3016500,0.11099784518481684,118763,26029
Arkansas,2021-01-21,144792,361550,0.479,4.8,R,S,1,21,2021,3016500,0.11985745068788331,144792,0
Arkansas,2021-01-22,167788,362050,0.557,5.56,R,S,1,22,2021,3017769.784172662,0.11997270364984385,144792,22996
Arkansas,2021-01-23,167788,368650,0.547,5.56,R,S,1,23,2021,3017769.784172662,0.12215974920733305,167788,0
Arkansas,2021-01-24,179290,368650,0.581,5.94,R,S,1,24,2021,3018350.168350168,0.12213625969100342,167788,11502
Arkansas,2021-01-25,185546,368650,0.6,6.15,R,S,1,25,2021,3017008.1300813006,0.12219058885667167,179290,6256
Arkansas,2021-01-26,196815,394775,0.599,6.52,R,S,1,26,2021,3018634.9693251536,0.1307793105200315,185546,11269
Arkansas,2021-01-27,209445,406175,0.622,6.94,R,S,1,27,2021,3017939.4812680115,0.13458686051230634,196815,12630
Arkansas,2021-01-28,209445,453300,0.558,6.94,R,S,1,28,2021,3017939.4812680115,0.15020181909331806,209445,0
Arkansas,2021-01-29,221552,453500,0.595,7.34,R,S,1,29,2021,3018419.6185286106,0.1502441864663826,209445,12107
Arkansas,2021-01-30,233935,453700,0.636,7.75,R,S,1,30,2021,3018516.129032258,0.15030564045568215,221552,12383
Arkansas,2021-01-31,244867,453700,0.67,8.11,R,S,1,31,2021,3019321.8249075217,0.15026553190099115,233935,10932
Arkansas,2021-02-01,249943,453700,0.686,8.28,R,S,2,1,2021,3018635.265700483,0.15029970833350004,244867,5076
Arkansas,2021-02-02,251841,467800,0.672,8.35,R,S,2,2,2021,3016059.880239521,0.1551030213507729,249943,1898
Arkansas,2021-02-03,256307,499325,0.646,8.49,R,S,2,3,2021,3018928.1507656067,0.16539810656751475,251841,4466
Arkansas,2021-02-04,266563,516925,0.654,8.83,R,S,2,4,2021,3018833.5220838054,0.17123335759276417,256307,10256
Arkansas,2021-02-05,274459,535550,0.656,9.09,R,S,2,5,2021,3019350.9350935095,0.17737255837848276,266563,7896
Arkansas,2021-02-06,290153,540050,0.694,9.61,R,S,2,6,2021,3019281.997918835,0.17886702877447413,274459,15694
Arkansas,2021-02-07,300139,540050,0.729,9.95,R,S,2,7,2021,3016472.3618090455,0.17903363108426426,290153,9986
Arkansas,2021-02-08,304604,540050,0.744,10.09,R,S,2,8,2021,3018870.168483647,0.1788914295281743,300139,4465
Arkansas,2021-02-09,305917,580775,0.696,10.14,R,S,2,9,2021,3016932.9388560154,0.19250510759454365,304604,1313
Arkansas,2021-02-10,311339,581875,0.718,10.32,R,S,2,10,2021,3016850.7751937984,0.19287496908514515,305917,5422
Arkansas,2021-02-11,316972,593775,0.726,10.5,R,S,2,11,2021,3018780.9523809524,0.19669363539997223,311339,5633
Arkansas,2021-02-12,325562,629900,0.71,10.79,R,S,2,12,2021,3017256.7191844303,0.20876579576240467,316972,8590
Arkansas,2021-02-13,330146,630700,0.725,10.94,R,S,2,13,2021,3017787.9341864716,0.20899414198566696,325562,4584
Arkansas,2021-02-14,338611,630700,0.749,11.22,R,S,2,14,2021,3017923.351158645,0.20898476422797843,330146,8465
Arkansas,2021-02-16,343637,631675,0.765,11.39,R,S,2,16,2021,3017006.1457418785,0.20937146611104163,338611,5026
Arkansas,2021-02-17,345271,649225,0.75,11.44,R,S,2,17,2021,3018103.146853147,0.2151102756964819,343637,1634
Arkansas,2021-02-18,346623,664225,0.739,11.49,R,S,2,18,2021,3016736.2924281983,0.22018000103859237,345271,1352
Arkansas,2021-02-19,362972,691525,0.748,12.03,R,S,2,19,2021,3017223.607647548,0.22919249280936269,346623,16349
Arkansas,2021-02-20,364735,691525,0.753,12.09,R,S,2,20,2021,3016832.0926385443,0.2292222366923931,362972,1763
Arkansas,2021-02-21,367436,691525,0.764,12.18,R,S,2,21,2021,3016715.9277504105,0.2292310633688588,364735,2701
Arkansas,2021-02-22,370403,691525,0.774,12.27,R,S,2,22,2021,3018769.3561532195,0.2290751357305421,367436,2967
Arkansas,2021-02-23,372786,794230,0.68,12.35,R,S,2,23,2021,3018510.12145749,0.2631198730639026,370403,2383
Arkansas,2021-02-24,378225,816730,0.679,12.53,R,S,2,24,2021,3018555.4668794894,0.27056981690792514,372786,5439
Arkansas,2021-02-25,384549,826130,0.693,12.74,R,S,2,25,2021,3018437.9905808475,0.2736945408777555,378225,6324
Arkansas,2021-02-26,394007,861230,0.694,13.06,R,S,2,26,2021,3016898.928024502,0.28546862872994644,384549,9458
Arkansas,2021-02-27,404883,892660,0.698,13.42,R,S,2,27,2021,3017011.9225037256,0.2958755294739468,394007,10876
Arkansas,2021-02-28,418453,892660,0.727,13.87,R,S,2,28,2021,3016964.6719538574,0.29588016336362744,404883,13570
Arkansas,2021-03-01,424534,892660,0.741,14.07,R,S,3,1,2021,3017299.2181947404,0.29584735733769263,418453,6081
Arkansas,2021-03-02,430748,963040,0.697,14.27,R,S,3,2,2021,3018556.4120532586,0.31903992125326175,424534,6214
Arkansas,2021-03-03,441126,964840,0.712,14.62,R,S,3,3,2021,3017277.701778386,0.31977169334838573,430748,10378
Arkansas,2021-03-04,451127,990640,0.711,14.95,R,S,3,4,2021,3017571.9063545153,0.3282904370609606,441126,10001
Arkansas,2021-03-05,463108,1064920,0.68,15.35,R,S,3,5,2021,3016990.2280130293,0.3529742954127331,451127,11981
Arkansas,2021-03-06,475550,1088150,0.684,15.76,R,S,3,6,2021,3017449.2385786804,0.36061915676585005,463108,12442
Arkansas,2021-03-07,487494,1088150,0.703,16.15,R,S,3,7,2021,3018538.699690403,0.3604890008902673,475550,11944
Arkansas,2021-03-08,494761,1088150,0.711,16.39,R,S,3,8,2021,3018676.0219646124,0.36047260192294867,487494,7267
Arkansas,2021-03-09,501653,1158630,0.676,16.62,R,S,3,9,2021,3018369.434416366,0.38385957225412787,494761,6892
Arkansas,2021-03-10,513591,1162330,0.688,17.02,R,S,3,10,2021,3017573.443008226,0.3851869795226162,501653,11938
Arkansas,2021-03-11,514556,1209300,0.662,17.05,R,S,3,11,2021,3017923.753665689,0.4007059484293255,513591,965
Arkansas,2021-03-12,541936,1222370,0.684,17.96,R,S,3,12,2021,3017461.0244988864,0.4050988530010924,514556,27380
Arkansas,2021-03-13,579022,1251620,0.705,19.19,R,S,3,13,2021,3017311.0995310056,0.4148130433731361,541936,37086
California,2021-01-12,703540,3286050,0.248,1.78,D,W,1,12,2021,39524719.101123594,0.08313911078261364,NA,703540
