State,Date,people_vaccinated,total_distributed,share_doses_used,people_vaccinated_per100,Governor,Region,month0,day0,year0,est_population,dist_per_person,prev_day,daily_vaccinated
Montana,2021-03-01,190126,341645,0.833,17.79,R,W,3,1,2021,1068724.0022484541,0.31967561248856025,187865,2261
Montana,2021-03-02,190695,342145,0.836,17.84,R,W,3,2,2021,1068918.1614349775,0.3200853090012848,190126,569
Montana,2021-03-03,193790,370485,0.787,18.13,R,W,3,3,2021,1068891.3403199117,0.3466067934361938,190695,3095
Montana,2021-03-04,198533,387485,0.777,18.58,R,W,3,4,2021,1068530.678148547,0.36263348158744385,193790,4743
Montana,2021-03-05,204269,404125,0.773,19.11,R,W,3,5,2021,1068911.5646258504,0.37807150130465217,198533,5736
Montana,2021-03-06,209655,411145,0.788,19.62,R,W,3,6,2021,1068577.981651376,0.3847590040781284,204269,5386
Montana,2021-03-07,216011,411145,0.82,20.21,R,W,3,7,2021,1068832.2612568035,0.38466746832337245,209655,6356
Montana,2021-03-08,219236,411145,0.831,20.51,R,W,3,8,2021,1068922.4768405654,0.38463500291922864,216011,3225
Montana,2021-03-09,220672,414385,0.829,20.65,R,W,3,9,2021,1068629.5399515738,0.38777236124202435,219236,1436
Montana,2021-03-10,224812,446835,0.782,21.03,R,W,3,10,2021,1069006.1816452686,0.41799103473124216,220672,4140
Montana,2021-03-11,230731,450635,0.798,21.59,R,W,3,11,2021,1068693.8397406207,0.42166894132127886,224812,5919
Montana,2021-03-12,237009,465945,0.795,22.18,R,W,3,12,2021,1068570.784490532,0.4360450489221928,230731,6278
Montana,2021-03-13,243698,481155,0.797,22.8,R,W,3,13,2021,1068850.8771929825,0.4501610189660974,237009,6689
Nebraska,2021-01-12,65924,177375,0.42,3.41,R,M,1,12,2021,1933255.1319648093,0.09174940082519265,NA,65924
Nebraska,2021-01-13,69113,199800,0.399,3.57,R,M,1,13,2021,1935938.37535014,0.10320576447267518,65924,3189
Nebraska,2021-01-14,72079,199800,0.425,3.73,R,M,1,14,2021,1932412.8686327077,0.10339405374658361,69113,2966
Nebraska,2021-01-15,77734,211500,0.431,4.02,R,M,1,15,2021,1933681.5920398012,0.10937684925515218,72079,5655
Nebraska,2021-01-19,89054,211500,0.49,4.6,R,M,1,19,2021,1935956.5217391306,0.10924832124329058,77734,11320
Nebraska,2021-01-20,91040,237500,0.448,4.71,R,M,1,20,2021,1932908.7048832271,0.12287181458699473,89054,1986
Nebraska,2021-01-21,94850,238000,0.47,4.9,R,M,1,21,2021,1935714.2857142857,0.1229520295202952,91040,3810
Nebraska,2021-01-22,99571,238100,0.497,5.15,R,M,1,22,2021,1933417.475728155,0.12314981269646787,94850,4721
Nebraska,2021-01-23,103620,238100,0.521,5.36,R,M,1,23,2021,1933208.9552238805,0.12316309592742715,99571,4049
Nebraska,2021-01-24,109860,238100,0.558,5.68,R,M,1,24,2021,1934154.929577465,0.12310285818314218,103620,6240
Nebraska,2021-01-25,110672,238100,0.563,5.72,R,M,1,25,2021,1934825.174825175,0.12306021396559201,109860,812
Nebraska,2021-01-26,111248,238100,0.568,5.75,R,M,1,26,2021,1934747.8260869565,0.12306513375521358,110672,576
Nebraska,2021-01-27,114154,284275,0.491,5.9,R,M,1,27,2021,1934813.5593220338,0.1469263013122624,111248,2906
Nebraska,2021-01-28,116769,287400,0.522,6.04,R,M,1,28,2021,1933261.5894039734,0.14866068905274518,114154,2615
Nebraska,2021-01-29,120121,288375,0.549,6.21,R,M,1,29,2021,1934315.6199677938,0.1490837363991309,116769,3352
Nebraska,2021-01-30,125263,288375,0.58,6.48,R,M,1,30,2021,1933070.987654321,0.1491797258567973,120121,5142
Nebraska,2021-01-31,133002,288375,0.616,6.88,R,M,1,31,2021,1933168.6046511629,0.14917219289935488,125263,7739
Nebraska,2021-02-01,134193,288375,0.627,6.94,R,M,2,1,2021,1933616.7146974062,0.149137622677785,133002,1191
Nebraska,2021-02-02,134877,297375,0.613,6.97,R,M,2,2,2021,1935107.6040172167,0.15367362485820413,134193,684
Nebraska,2021-02-03,138354,332525,0.566,7.15,R,M,2,3,2021,1935020.979020979,0.17184568209086834,134877,3477
Nebraska,2021-02-04,141657,344225,0.567,7.32,R,M,2,4,2021,1935204.9180327868,0.17787521972087508,138354,3303
Nebraska,2021-02-05,147583,346175,0.59,7.63,R,M,2,5,2021,1934246.395806029,0.1789715109463827,141657,5926
Nebraska,2021-02-06,157139,346375,0.631,8.12,R,M,2,6,2021,1935209.3596059114,0.17898580237878564,147583,9556
Nebraska,2021-02-07,163479,346375,0.667,8.45,R,M,2,7,2021,1934662.7218934912,0.17903637470256117,157139,6340
Nebraska,2021-02-08,165037,346375,0.676,8.53,R,M,2,8,2021,1934783.1184056273,0.17902523373546536,163479,1558
Nebraska,2021-02-09,165853,386775,0.608,8.57,R,M,2,9,2021,1935274.2123687281,0.19985539905820215,165037,816
Nebraska,2021-02-10,169053,398575,0.605,8.74,R,M,2,10,2021,1934244.8512585813,0.20606232956528425,165853,3200
Nebraska,2021-02-11,172690,405600,0.611,8.93,R,M,2,11,2021,1933818.5890257559,0.20974045978342695,169053,3637
Nebraska,2021-02-12,179502,407500,0.638,9.28,R,M,2,12,2021,1934288.7931034483,0.21067174739000122,172690,6812
Nebraska,2021-02-13,188607,407500,0.672,9.75,R,M,2,13,2021,1934430.7692307692,0.21065628529163816,179502,9105
Nebraska,2021-02-14,195639,407500,0.701,10.11,R,M,2,14,2021,1935103.8575667657,0.21058301258951434,188607,7032
Nebraska,2021-02-16,198660,407500,0.713,10.27,R,M,2,16,2021,1934371.9571567674,0.21066269002315513,195639,3021
Nebraska,2021-02-17,201138,427000,0.691,10.4,R,M,2,17,2021,1934019.2307692308,0.22078374051646132,198660,2478
Nebraska,2021-02-18,206790,427000,0.714,10.69,R,M,2,18,2021,1934424.6959775493,0.22073746312684364,201138,5652
Nebraska,2021-02-19,235260,472325,0.736,12.16,R,M,2,19,2021,1934703.9473684211,0.24413295927909545,206790,28470
Nebraska,2021-02-20,244045,482975,0.747,12.62,R,M,2,20,2021,1933795.5625990492,0.24975494273597082,235260,8785
Nebraska,2021-02-21,252022,482975,0.772,13.03,R,M,2,21,2021,1934167.3062164236,0.24970694026711954,244045,7977
Nebraska,2021-02-22,258588,482975,0.788,13.37,R,M,2,22,2021,1934091.249065071,0.2497167598651136,252022,6566
Nebraska,2021-02-23,266231,514970,0.763,13.76,R,M,2,23,2021,1934818.3139534884,0.2661593578508889,258588,7643
Nebraska,2021-02-24,271978,539590,0.752,14.06,R,M,2,24,2021,1934409.6728307253,0.2789429806822611,266231,5747
Nebraska,2021-02-25,281672,559930,0.754,14.56,R,M,2,25,2021,1934560.4395604394,0.2894352580306172,271978,9694
Nebraska,2021-02-26,293945,582930,0.759,15.2,R,M,2,26,2021,1933848.6842105263,0.30143516644270185,281672,12273
Nebraska,2021-02-27,294713,603210,0.736,15.24,R,M,2,27,2021,1933812.3359580052,0.3119278891667487,293945,768
Nebraska,2021-02-28,310582,603210,0.787,16.06,R,M,2,28,2021,1933885.4296388545,0.31191609945199655,294713,15869
Nebraska,2021-03-01,311629,603210,0.79,16.11,R,M,3,1,2021,1934382.3711980137,0.3118359684111556,310582,1047
Nebraska,2021-03-02,317353,604380,0.802,16.41,R,M,3,2,2021,1933900.0609384521,0.31251873465825125,311629,5724
Nebraska,2021-03-03,323898,654800,0.759,16.74,R,M,3,3,2021,1934874.5519713263,0.3384198729229572,317353,6545
Nebraska,2021-03-04,332695,665870,0.771,17.2,R,M,3,4,2021,1934273.2558139535,0.344248155217241,323898,8797
Nebraska,2021-03-05,344684,709110,0.755,17.82,R,M,3,5,2021,1934253.6475869808,0.3666065207552425,332695,11989
Nebraska,2021-03-06,344991,712720,0.752,17.83,R,M,3,6,2021,1934890.6337633205,0.36835156859164436,344684,307
Nebraska,2021-03-07,356330,712720,0.78,18.42,R,M,3,7,2021,1934473.398479913,0.368431016192855,344991,11339
Nebraska,2021-03-08,371498,712720,0.805,19.2,R,M,3,8,2021,1934885.4166666667,0.368352561790373,356330,15168
Nebraska,2021-03-09,387731,769090,0.773,20.04,R,M,3,9,2021,1934785.4291417166,0.3975066115425385,371498,16233
Nebraska,2021-03-10,396661,774790,0.784,20.51,R,M,3,10,2021,1933988.2983910285,0.40061772899276715,387731,8930
Nebraska,2021-03-11,411300,786200,0.801,21.26,R,M,3,11,2021,1934619.0028222012,0.4063849258448821,396661,14639
Nebraska,2021-03-12,421931,816830,0.8,21.81,R,M,3,12,2021,1934575.8826226504,0.42222691150922775,411300,10631
Nebraska,2021-03-13,428913,833730,0.799,22.17,R,M,3,13,2021,1934654.9391069012,0.4309450657825713,421931,6982
Nevada,2021-01-12,31320,207150,0.298,1.02,D,W,1,12,2021,3070588.2352941176,0.06746264367816092,NA,31320
Nevada,2021-01-13,31320,207150,0.298,1.02,D,W,1,13,2021,3070588.2352941176,0.06746264367816092,31320,0
Nevada,2021-01-14,62370,210075,0.366,2.02,D,W,1,14,2021,3087623.7623762377,0.06803775853775854,31320,31050
Nevada,2021-01-15,67679,211750,0.395,2.2,D,W,1,15,2021,3076318.1818181816,0.06883228180085403,62370,5309
Nevada,2021-01-19,85391,211750,0.486,2.77,D,W,1,19,2021,3082707.5812274367,0.06868961600168637,67679,17712
Nevada,2021-01-20,89110,276775,0.387,2.89,D,W,1,20,2021,3083391.0034602075,0.0897631859499495,85391,3719
Nevada,2021-01-21,95837,278175,0.417,3.11,D,W,1,21,2021,3081575.562700965,0.0902703809593372,89110,6727
Nevada,2021-01-22,105222,281100,0.45,3.42,D,W,1,22,2021,3076666.6666666665,0.09136511375947996,95837,9385
Nevada,2021-01-23,115160,286950,0.478,3.74,D,W,1,23,2021,3079144.3850267376,0.09319147273358806,105222,9938
Nevada,2021-01-24,129223,286950,0.53,4.2,D,W,1,24,2021,3076738.095238095,0.0932643569643175,115160,14063
Nevada,2021-01-25,136670,286950,0.557,4.44,D,W,1,25,2021,3078153.1531531527,0.09322148240286823,129223,7447
Nevada,2021-01-26,140934,338025,0.486,4.58,D,W,1,26,2021,3077161.5720524015,0.10984961045595812,136670,4264
Nevada,2021-01-27,149464,338525,0.515,4.85,D,W,1,27,2021,3081731.958762887,0.10984894355831504,140934,8530
Nevada,2021-01-28,167481,339500,0.574,5.44,D,W,1,28,2021,3078694.8529411764,0.11027400122999027,149464,18017
Nevada,2021-01-29,179805,339900,0.618,5.84,D,W,1,29,2021,3078852.7397260275,0.11039826478685243,167481,12324
Nevada,2021-01-30,191175,368800,0.608,6.21,D,W,1,30,2021,3078502.415458937,0.11979850921930169,179805,11370
Nevada,2021-01-31,205892,368800,0.654,6.68,D,W,1,31,2021,3082215.5688622757,0.11965418763235093,191175,14717
Nevada,2021-02-01,211931,368800,0.674,6.88,D,W,2,1,2021,3080392.4418604653,0.11972500483647978,205892,6039
Nevada,2021-02-02,214342,417175,0.607,6.96,D,W,2,2,2021,3079626.4367816094,0.135462858422521,211931,2411
Nevada,2021-02-03,236799,417875,0.669,7.69,D,W,2,3,2021,3079310.793237971,0.13570406758474488,214342,22457
Nevada,2021-02-04,244381,424800,0.686,7.93,D,W,2,4,2021,3081727.6166456495,0.13784475879876096,236799,7582
Nevada,2021-02-05,252886,425300,0.716,8.21,D,W,2,5,2021,3080219.244823386,0.13807458696804095,244381,8505
Nevada,2021-02-06,264060,427800,0.753,8.57,D,W,2,6,2021,3081213.5355892647,0.1388413996818905,252886,11174
Nevada,2021-02-07,269657,427800,0.781,8.75,D,W,2,7,2021,3081794.285714286,0.13881523565121617,264060,5597
Nevada,2021-02-08,278091,427800,0.81,9.03,D,W,2,8,2021,3079634.551495017,0.13891258616783714,269657,8434
Nevada,2021-02-09,282040,510200,0.689,9.16,D,W,2,9,2021,3079039.301310044,0.16570103531413982,278091,3949
Nevada,2021-02-10,291370,521200,0.703,9.46,D,W,2,10,2021,3080021.1416490483,0.16921961766825688,282040,9330
Nevada,2021-02-11,299502,533800,0.71,9.72,D,W,2,11,2021,3081296.296296296,0.17323877636877216,291370,8132
Nevada,2021-02-12,308611,533800,0.738,10.02,D,W,2,12,2021,3079950.0998003995,0.17331449624284292,299502,9109
Nevada,2021-02-13,318400,533800,0.77,10.34,D,W,2,13,2021,3079303.675048356,0.17335087939698493,308611,9789
Nevada,2021-02-14,327691,534775,0.801,10.64,D,W,2,14,2021,3079802.6315789474,0.17363937367825177,318400,9291
Nevada,2021-02-16,336432,550375,0.812,10.92,D,W,2,16,2021,3080879.120879121,0.17864219218148095,327691,8741
Nevada,2021-02-17,340695,593275,0.764,11.06,D,W,2,17,2021,3080424.954792043,0.192595180439983,336432,4263
Nevada,2021-02-18,346585,593275,0.787,11.25,D,W,2,18,2021,3080755.5555555555,0.19257451274579107,340695,5890
Nevada,2021-02-19,380921,645250,0.81,12.37,D,W,2,19,2021,3079393.694421989,0.20953800131785855,346585,34336
Nevada,2021-02-20,393813,646450,0.86,12.79,D,W,2,20,2021,3079069.585613761,0.20994978581204782,380921,12892
Nevada,2021-02-21,400079,646450,0.881,12.99,D,W,2,21,2021,3079899.923017706,0.20989318359623976,393813,6266
Nevada,2021-02-22,405633,646450,0.907,13.17,D,W,2,22,2021,3079977.22095672,0.20988791592400025,400079,5554
Nevada,2021-02-23,410093,719880,0.831,13.31,D,W,2,23,2021,3081089.4064613073,0.23364463182741477,405633,4460
Nevada,2021-02-24,414262,742630,0.817,13.45,D,W,2,24,2021,3080014.869888476,0.24111247230013855,410093,4169
Nevada,2021-02-25,423010,809180,0.769,13.73,D,W,2,25,2021,3080917.6984705026,0.26264252381740383,414262,8748
Nevada,2021-02-26,432134,858340,0.749,14.03,D,W,2,26,2021,3080071.2758374913,0.2786753692141789,423010,9124
Nevada,2021-02-27,442140,867240,0.767,14.35,D,W,2,27,2021,3081114.9825783973,0.28146953453657214,432134,10006
Nevada,2021-02-28,452515,867240,0.791,14.69,D,W,2,28,2021,3080428.863172226,0.28153222766096153,442140,10375
Nevada,2021-03-01,463388,867240,0.825,15.04,D,W,3,1,2021,3081037.234042553,0.28147663728883787,452515,10873
Nevada,2021-03-02,467471,883370,0.819,15.18,D,W,3,2,2021,3079519.1040843218,0.28685322939818725,463388,4083
Nevada,2021-03-03,473373,958450,0.766,15.37,D,W,3,3,2021,3079850.357839948,0.3112001846324146,467471,5902
Nevada,2021-03-04,483286,984300,0.762,15.69,D,W,3,4,2021,3080216.6985340985,0.3195554392223238,473373,9913
Nevada,2021-03-05,498485,1018580,0.759,16.18,D,W,3,5,2021,3080871.4462299137,0.3306142491750002,483286,15199
Nevada,2021-03-06,514395,1033680,0.774,16.7,D,W,3,6,2021,3080209.5808383236,0.3355875543113755,498485,15910
Nevada,2021-03-07,532659,1033680,0.802,17.29,D,W,3,7,2021,3080734.5286292657,0.33553037121310253,514395,18264
Nevada,2021-03-08,539447,1033680,0.828,17.51,D,W,3,8,2021,3080793.832095945,0.3355239124510842,532659,6788
Nevada,2021-03-09,544881,1124830,0.769,17.69,D,W,3,9,2021,3080163.9344262294,0.36518510830805256,539447,5434
Nevada,2021-03-10,553065,1137630,0.772,17.96,D,W,3,10,2021,3079426.503340757,0.36942917740229453,544881,8184
Nevada,2021-03-11,568912,1161380,0.779,18.47,D,W,3,11,2021,3080194.910665945,0.3770475679894254,553065,15847
Nevada,2021-03-12,585867,1166260,0.798,19.02,D,W,3,12,2021,3080268.138801262,0.3786228819851605,568912,16955
Nevada,2021-03-13,603756,1169770,0.82,19.6,D,W,3,13,2021,3080387.7551020407,0.3797476464002014,585867,17889
New Hampshire,2021-01-12,11615,122350,0.414,0.85,R,N,1,12,2021,1366470.5882352942,0.08953723633232888,NA,11615
New Hampshire,2021-01-13,12722,124300,0.444,0.94,R,N,1,13,2021,1353404.255319149,0.09184247759786196,11615,1107
New Hampshire,2021-01-14,53780,127225,0.461,3.96,R,N,1,14,2021,1358080.808080808,0.09367999256229081,12722,41058
New Hampshire,2021-01-15,56797,127225,0.491,4.18,R,N,1,15,2021,1358779.9043062201,0.09363179393277814,53780,3017
New Hampshire,2021-01-19,64402,127225,0.562,4.74,R,N,1,19,2021,1358691.9831223628,0.09363785286171238,56797,7605
New Hampshire,2021-01-20,67366,145400,0.519,4.95,R,N,1,20,2021,1360929.292929293,0.10683876139298756,64402,2964
New Hampshire,2021-01-21,70281,155150,0.52,5.17,R,N,1,21,2021,1359400.3868471954,0.11413120188955762,67366,2915
New Hampshire,2021-01-22,72979,162950,0.525,5.37,R,N,1,22,2021,1359013.0353817504,0.11990319132901246,70281,2698
New Hampshire,2021-01-23,76609,162950,0.551,5.63,R,N,1,23,2021,1360728.2415630552,0.11975205263089192,72979,3630
New Hampshire,2021-01-24,79942,162950,0.573,5.88,R,N,1,24,2021,1359557.8231292518,0.11985514498011057,76609,3333
New Hampshire,2021-01-25,80674,162950,0.581,5.93,R,N,1,25,2021,1360438.4485666105,0.11977756154399187,79942,732
New Hampshire,2021-01-26,81417,180525,0.537,5.99,R,N,1,26,2021,1359215.3589315526,0.13281559747964183,80674,743
New Hampshire,2021-01-27,84813,190875,0.54,6.24,R,N,1,27,2021,1359182.6923076923,0.1404336599342082,81417,3396
New Hampshire,2021-01-28,88624,200625,0.551,6.52,R,N,1,28,2021,1359263.8036809817,0.14759828037551903,84813,3811
New Hampshire,2021-01-29,92305,203550,0.577,6.79,R,N,1,29,2021,1359425.6259204713,0.14973235469367857,88624,3681
New Hampshire,2021-01-30,96148,217100,0.57,7.07,R,N,1,30,2021,1359943.42291372,0.15963899405083828,92305,3843
New Hampshire,2021-01-31,98524,217100,0.591,7.25,R,N,1,31,2021,1358951.7241379311,0.1597554910478665,96148,2376
New Hampshire,2021-02-01,100041,217100,0.601,7.36,R,N,2,1,2021,1359252.7173913042,0.1597201147529513,98524,1517
New Hampshire,2021-02-02,103364,226850,0.599,7.6,R,N,2,2,2021,1360052.6315789474,0.16679501567276808,100041,3323
New Hampshire,2021-02-03,104042,235250,0.588,7.65,R,N,2,3,2021,1360026.1437908497,0.17297461602045328,103364,678
New Hampshire,2021-02-04,108112,244025,0.595,7.95,R,N,2,4,2021,1359899.3710691824,0.17944342441172118,104042,4070
New Hampshire,2021-02-05,112544,245000,0.625,8.28,R,N,2,5,2021,1359227.0531400968,0.1802495024168325,108112,4432
New Hampshire,2021-02-06,116523,257700,0.625,8.57,R,N,2,6,2021,1359661.610268378,0.18953245282047324,112544,3979
New Hampshire,2021-02-07,119552,257700,0.644,8.79,R,N,2,7,2021,1360091.0125142208,0.18947261442719485,116523,3029
New Hampshire,2021-02-08,119763,257700,0.646,8.81,R,N,2,8,2021,1359398.4108967083,0.18956914906941208,119552,211
New Hampshire,2021-02-09,121201,267450,0.631,8.91,R,N,2,9,2021,1360280.583613917,0.19661384807056045,119763,1438
New Hampshire,2021-02-10,125466,277225,0.636,9.23,R,N,2,10,2021,1359328.2773564463,0.2039426418312531,121201,4265
New Hampshire,2021-02-11,130806,298075,0.618,9.62,R,N,2,11,2021,1359729.72972973,0.21921635857682367,125466,5340
New Hampshire,2021-02-12,135257,298175,0.641,9.95,R,N,2,12,2021,1359366.8341708544,0.21934844407313484,130806,4451
New Hampshire,2021-02-13,141108,311875,0.643,10.38,R,N,2,13,2021,1359421.965317919,0.22941736117016756,135257,5851
New Hampshire,2021-02-14,146718,311875,0.669,10.79,R,N,2,14,2021,1359759.0361445784,0.22936049087364876,141108,5610
New Hampshire,2021-02-16,151248,321625,0.674,11.12,R,N,2,16,2021,1360143.8848920865,0.2364639532423569,146718,4530
New Hampshire,2021-02-17,152041,321625,0.679,11.18,R,N,2,17,2021,1359937.3881932022,0.23649985859077485,151248,793
New Hampshire,2021-02-18,157078,321625,0.705,11.55,R,N,2,18,2021,1359982.6839826838,0.23649198169062507,152041,5037
New Hampshire,2021-02-19,166491,328525,0.735,12.24,R,N,2,19,2021,1360220.588235294,0.2415233255851668,157078,9413
New Hampshire,2021-02-20,171758,328525,0.762,12.63,R,N,2,20,2021,1359920.8234362628,0.24157656411928413,166491,5267
New Hampshire,2021-02-21,179139,328525,0.794,13.17,R,N,2,21,2021,1360205.0113895216,0.24152609147086898,171758,7381
New Hampshire,2021-02-22,184739,328525,0.815,13.59,R,N,2,22,2021,1359374.540103017,0.24167364498021535,179139,5600
New Hampshire,2021-02-23,190064,344165,0.797,13.98,R,N,2,23,2021,1359542.2031473534,0.2531477134018015,184739,5325
New Hampshire,2021-02-24,195615,383145,0.737,14.39,R,N,2,24,2021,1359381.5149409312,0.28185244229736983,190064,5551
New Hampshire,2021-02-25,202003,396375,0.735,14.86,R,N,2,25,2021,1359374.1588156123,0.2915863873308812,195615,6388
New Hampshire,2021-02-26,207668,398575,0.752,15.27,R,N,2,26,2021,1359973.8048461035,0.29307549791012577,202003,5665
New Hampshire,2021-02-27,216026,412275,0.754,15.89,R,N,2,27,2021,1359509.1252359974,0.30325283762139743,207668,8358
New Hampshire,2021-02-28,224897,412275,0.78,16.54,R,N,2,28,2021,1359715.8403869409,0.3032067346385234,216026,8871
New Hampshire,2021-03-01,227837,412275,0.788,16.76,R,N,3,1,2021,1359409.307875895,0.3032751045703727,224897,2940
New Hampshire,2021-03-02,232732,437345,0.756,17.12,R,N,3,2,2021,1359415.887850467,0.32171538078132794,227837,4895
New Hampshire,2021-03-03,239451,454845,0.746,17.61,R,N,3,3,2021,1359744.4633730836,0.3345077051254745,232732,6719
New Hampshire,2021-03-04,246784,466775,0.749,18.15,R,N,3,4,2021,1359691.4600550965,0.34329479423301346,239451,7333
New Hampshire,2021-03-05,252787,482575,0.743,18.59,R,N,3,5,2021,1359800.9682625066,0.35488649534984,246784,6003
New Hampshire,2021-03-06,260808,496675,0.747,19.18,R,N,3,6,2021,1359791.449426486,0.36525821677249165,252787,8021
New Hampshire,2021-03-07,269235,496675,0.769,19.8,R,N,3,7,2021,1359772.7272727273,0.3652632458632793,260808,8427
New Hampshire,2021-03-08,282343,496675,0.776,20.76,R,N,3,8,2021,1360033.718689788,0.36519315159221233,269235,13108
New Hampshire,2021-03-09,289813,512715,0.768,21.31,R,N,3,9,2021,1359985.9221022995,0.377000226007805,282343,7470
New Hampshire,2021-03-10,297909,531815,0.762,21.91,R,N,3,10,2021,1359694.2035600182,0.3911283865207161,289813,8096
New Hampshire,2021-03-11,306918,547455,0.765,22.57,R,N,3,11,2021,1359849.3575542755,0.40258503411334623,297909,9009
New Hampshire,2021-03-12,315641,548625,0.786,23.21,R,N,3,12,2021,1359935.3726841877,0.40341990584239695,306918,8723
New Hampshire,2021-03-13,327787,565165,0.796,24.11,R,N,3,13,2021,1359547.90543343,0.41570068825182205,315641,12146
New Jersey,2021-01-12,206737,654900,0.338,2.33,D,N,1,12,2021,8872832.61802575,0.07380957448352256,NA,206737
New Jersey,2021-01-13,236053,654900,0.402,2.66,D,N,1,13,2021,8874172.932330826,0.07379842662452925,206737,29316
New Jersey,2021-01-14,235152,658800,0.4,2.65,D,N,1,14,2021,8873660.37735849,0.07424219228413961,236053,-901
New Jersey,2021-01-15,278956,658800,0.481,3.14,D,N,1,15,2021,8883949.044585986,0.07415621101535727,235152,43804
New Jersey,2021-01-19,354653,658800,0.607,3.99,D,N,1,19,2021,8888546.365914786,0.07411785604520475,278956,75697
New Jersey,2021-01-20,381159,898550,0.481,4.29,D,N,1,20,2021,8884825.174825175,0.10113310980456974,354653,26506
New Jersey,2021-01-21,381159,923300,0.468,4.29,D,N,1,21,2021,8884825.174825175,0.10391875831345974,381159,0
New Jersey,2021-01-22,406494,951875,0.488,4.58,D,N,1,22,2021,8875414.847161572,0.1072485079730574,381159,25335
New Jersey,2021-01-23,437711,989900,0.506,4.93,D,N,1,23,2021,8878519.269776877,0.1114938166964047,406494,31217
New Jersey,2021-01-24,468760,989900,0.541,5.28,D,N,1,24,2021,8878030.303030303,0.11149995733424355,437711,31049
New Jersey,2021-01-25,492061,989900,0.569,5.54,D,N,1,25,2021,8881967.50902527,0.11145053153978877,468760,23301
New Jersey,2021-01-26,501812,1091400,0.528,5.65,D,N,1,26,2021,8881628.31858407,0.12288287247016813,492061,9751
New Jersey,2021-01-27,530412,1207100,0.507,5.97,D,N,1,27,2021,8884623.11557789,0.13586395104183163,501812,28600
New Jersey,2021-01-28,558156,1230550,0.527,6.28,D,N,1,28,2021,8887834.394904459,0.13845329979432272,530412,27744
New Jersey,2021-01-29,616618,1231525,0.591,6.94,D,N,1,29,2021,8884985.590778098,0.13860742793755615,558156,58462
New Jersey,2021-01-30,649035,1232525,0.624,7.31,D,N,1,30,2021,8878727.77017784,0.13881774865762245,616618,32417
New Jersey,2021-01-31,670153,1232525,0.645,7.54,D,N,1,31,2021,8887970.822281167,0.13867338503297008,649035,21118
New Jersey,2021-02-01,680591,1232525,0.657,7.66,D,N,2,1,2021,8885000,0.13871975239167136,670153,10438
New Jersey,2021-02-02,697318,1235350,0.677,7.85,D,N,2,2,2021,8883031.847133758,0.139068509632621,680591,16727
New Jersey,2021-02-03,703957,1252250,0.68,7.93,D,N,2,3,2021,8877137.452711223,0.14106461758317626,697318,6639
New Jersey,2021-02-04,703957,1433750,0.594,7.93,D,N,2,4,2021,8877137.452711223,0.16151039765212932,703957,0
New Jersey,2021-02-05,724879,1435750,0.616,8.16,D,N,2,5,2021,8883321.078431372,0.16162311227115148,703957,20922
New Jersey,2021-02-06,791011,1480825,0.703,8.91,D,N,2,6,2021,8877789.001122335,0.16680110327163591,724879,66132
New Jersey,2021-02-07,812914,1480825,0.726,9.15,D,N,2,7,2021,8884306.01092896,0.1666787476904076,791011,21903
New Jersey,2021-02-08,822080,1480825,0.739,9.26,D,N,2,8,2021,8877753.779697625,0.16680176503503308,812914,9166
New Jersey,2021-02-09,851190,1480825,0.741,9.58,D,N,2,9,2021,8885073.068893528,0.16666435813390665,822080,29110
New Jersey,2021-02-10,883576,1688975,0.68,9.95,D,N,2,10,2021,8880160.804020101,0.19019644320352747,851190,32386
New Jersey,2021-02-11,911345,1770250,0.676,10.26,D,N,2,11,2021,8882504.873294348,0.19929625992351963,883576,27769
New Jersey,2021-02-12,941794,1773525,0.706,10.6,D,N,2,12,2021,8884849.056603774,0.19961228251613408,911345,30449
New Jersey,2021-02-13,971241,1775575,0.738,10.93,D,N,2,13,2021,8886010.978957,0.199816881186029,941794,29447
New Jersey,2021-02-14,992728,1776775,0.759,11.18,D,N,2,14,2021,8879499.105545618,0.2000985617409804,971241,21487
New Jersey,2021-02-16,1037920,1790200,0.797,11.69,D,N,2,16,2021,8878699.743370403,0.20162862262987513,992728,45192
New Jersey,2021-02-17,1067242,1790200,0.827,12.02,D,N,2,17,2021,8878885.191347754,0.2016244113331372,1037920,29322
New Jersey,2021-02-18,1103016,1790200,0.861,12.42,D,N,2,18,2021,8880966.18357488,0.2015771666050175,1067242,35774
New Jersey,2021-02-19,1139254,1809900,0.886,12.83,D,N,2,19,2021,8879610.288386595,0.20382651278819297,1103016,36238
New Jersey,2021-02-20,1157271,1809900,0.911,13.03,D,N,2,20,2021,8881588.641596317,0.20378111090660697,1139254,18017
New Jersey,2021-02-21,1172226,1917150,0.881,13.2,D,N,2,21,2021,8880500,0.2158831146894882,1157271,14955
New Jersey,2021-02-22,1183501,1917150,0.893,13.32,D,N,2,22,2021,8885142.642642643,0.21577031198114743,1172226,11275
New Jersey,2021-02-23,1205639,2114690,0.832,13.57,D,N,2,23,2021,8884591.009579955,0.2380177092811364,1183501,22138
New Jersey,2021-02-24,1227971,2297580,0.785,13.83,D,N,2,24,2021,8879038.322487347,0.25876450991106464,1205639,22332
New Jersey,2021-02-25,1258929,2476620,0.754,14.17,D,N,2,25,2021,8884467.184191955,0.27875841608224133,1227971,30958
New Jersey,2021-02-26,1296818,2479720,0.784,14.6,D,N,2,26,2021,8882315.06849315,0.27917496518401197,1258929,37889
